ICD8_CODE	ICD8_TEXT	ICD10_CODE	MAPPING_SCORE	MAPPING_FLAG	START_DATE	END_DATE
76404	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laesio Cerebri Ve    	P031B	3		19710401	19931231
76405	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laesio Cerebri Sc    	P031B	3		19710401	19931231
76408	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laesio Cerebri Ai    	P031B	3		19710401	19931231
76409	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laesio Cerebri Px    	P031B	3		19710401	19931231
76410	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Med.Spin. Ps    	P031B	3		19710401	19931231
76411	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Med.Spin. Am    	P031B	3		19710401	19931231
76412	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Med.Spin. Fd    	P031B	3		19710401	19931231
76413	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Med.Spin. Fa    	P031B	3		19710401	19931231
76414	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Med.Spin. Ve    	P031B	3		19710401	19931231
76415	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Med.Spin. Sc    	P031B	3		19710401	19931231
76418	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Med.Spin. Ai    	P031B	3		19710401	19931231
76419	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Med.Spin. Px    	P031B	3		19710401	19931231
76420	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Os Et Nerv. Ps  	P031B	3		19710401	19931231
76421	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Os.Et Nerv. Am  	P031B	3		19710401	19931231
76422	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Os.Et Nerv. Fd  	P031B	3		19710401	19931231
76423	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Os.Et Nerv. Fa  	P031B	3		19710401	19931231
76424	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Os.Et Nerv. Ve  	P031B	3		19710401	19931231
76425	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Os.Et Nerv. Sc  	P031B	3		19710401	19931231
76428	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Os.Et Nerv. Ai  	P031B	3		19710401	19931231
76429	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Os.Et Nerv. Px  	P031B	3		19710401	19931231
76430	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Al.Et N.Spec.Ps 	P031B	3		19710401	19931231
76431	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Al.Et N.Spec.Am 	P031B	3		19710401	19931231
76432	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Al.Et N.Spec.Fd 	P031B	3		19710401	19931231
76433	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Al.Et N.Spec.Fa 	P031B	3		19710401	19931231
76434	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Al.Et N.Spec.Ve 	P031B	3		19710401	19931231
76435	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Al.Et N.Spec.Sc 	P031B	3		19710401	19931231
76438	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Al.Et N.Spec.Ai 	P031B	3		19710401	19931231
76439	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Al.Et N.Spec.Px 	P031B	3		19710401	19931231
76440	Partus Dif.Ex Anomalia Pelv.C.Seq.Foetus,Asphyxia Ps         	P031B	3		19710401	19931231
76441	Partus Dif.Ex Anomalia Pelv.C.Seq.Foetus,Asphyxia Am         	P031B	3		19710401	19931231
76442	Partus Dif.Ex Anomalia Pelv.C.Seq.Foetus,Asphyxia Fd         	P031B	3		19710401	19931231
76443	Partus Dif.Ex Anomalia Pelv.C.Seq.Foetus,Asphyxia Fa         	P031B	3		19710401	19931231
76444	Partus Dif.Ex Anomalia Pelv.C.Seq.Foetus,Asphyxia Ve         	P031B	3		19710401	19931231
76445	Partus Dif.Ex Anomalia Pelv.C.Seq.Foetus,Asphyxia Sc         	P031B	3		19710401	19931231
76448	Partus Dif.Ex Anomalia Pelv.C.Seq.Foetus,Asphyxia Ai         	P031B	3		19710401	19931231
76449	Partus Dif.Ex Anomalia Pelv.C.Seq.Foetus,Asphyxia Px         	P031B	3		19710401	19931231
76490	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Etc.Non Ind.Ps  	P031B	3		19710401	19931231
76491	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Etc.Non Ind.Am  	P031B	3		19710401	19931231
76492	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Etc.Non Ind.Fd  	P031B	3		19710401	19931231
76493	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Etc.Non Ind.Fa  	P031B	3		19710401	19931231
76494	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Etc.Non Ind.Ve  	P031B	3		19710401	19931231
76495	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Etc.Non Ind.Sc  	P031B	3		19710401	19931231
76498	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Etc.Non Ind.Ai  	P031B	3		19710401	19931231
76499	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laes.Etc.Non Ind.Px  	P031B	3		19710401	19931231
76500	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laesio Cerebri Ps  	P031B	3		19710401	19931231
76501	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laesio Cerebri Am  	P031B	3		19710401	19931231
76502	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laesio Cerebri Fd  	P031B	3		19710401	19931231
76503	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laesio Cerebri Fa  	P031B	3		19710401	19931231
76504	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laesio Cerebri Ve  	P031B	3		19710401	19931231
76505	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laesio Cerebri Sc  	P031B	3		19710401	19931231
76508	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laesio Cerebri Ai  	P031B	3		19710401	19931231
76509	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laesio Cerebri Px  	P031B	3		19710401	19931231
76510	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Med.Spin. Ps  	P031B	3		19710401	19931231
76511	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Med.Spin. Am  	P031B	3		19710401	19931231
76512	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Med.Spin. Fd  	P031B	3		19710401	19931231
76513	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Med.Spin. Fa  	P031B	3		19710401	19931231
76514	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Med.Spin. Ve  	P031B	3		19710401	19931231
76515	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Med.Spin. Sc  	P031B	3		19710401	19931231
76518	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Med.Spin. Ai  	P031B	3		19710401	19931231
76519	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Med.Spin. Px  	P031B	3		19710401	19931231
76520	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Os.Et Nerv.Ps 	P031B	3		19710401	19931231
76521	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Os.Et Nerv.Am 	P031B	3		19710401	19931231
76522	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Os.Et Nerv.Fd 	P031B	3		19710401	19931231
76523	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Os.Et Nerv.Fa 	P031B	3		19710401	19931231
76524	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Os.Et Nerv.Ve 	P031B	3		19710401	19931231
76525	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Os.Et Nerv.Sc 	P031B	3		19710401	19931231
76528	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Os.Et Nerv.Ai 	P031B	3		19710401	19931231
76529	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Os.Et Nerv.Px 	P031B	3		19710401	19931231
76530	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Al.Et N.Sp.Ps 	P031B	3		19710401	19931231
76531	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Al.Et N.Sp.Am 	P031B	3		19710401	19931231
76532	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Al.Et N.Sp.Fd 	P031B	3		19710401	19931231
76533	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Al.Et N.Sp.Fa 	P031B	3		19710401	19931231
76534	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Al.Et N.Sp.Ve 	P031B	3		19710401	19931231
76535	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Al.Et N.Sp.Sc 	P031B	3		19710401	19931231
76538	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Al.Et N.Sp.Ai 	P031B	3		19710401	19931231
76539	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Al.Et N.Sp.Px 	P031B	3		19710401	19931231
76540	Partus Dif.E Dispr.Foetopelv. C.Seq.Foetus,Asphyxia Ps       	P031B	3		19710401	19931231
76541	Partus Dif.E Dispr.Foetopelv. C.Seq.Foetus,Asphyxia Am       	P031B	3		19710401	19931231
76542	Partus Dif.E Dispr.Foetopelv. C.Seq.Foetus,Asphyxia Fd       	P031B	3		19710401	19931231
76543	Partus Dif.E Dispr.Foetopelv. C.Seq.Foetus,Asphyxia Fa       	P031B	3		19710401	19931231
76544	Partus Dif.E Dispr.Foetopelv. C.Seq.Foetus,Asphyxia Ve       	P031B	3		19710401	19931231
76545	Partus Dif.E Dispr.Foetopelv. C.Seq.Foetus,Asphyxia Sc       	P031B	3		19710401	19931231
76548	Partus Dif.E Dispr.Foetopelv. C.Seq.Foetus,Asphyxia Ai       	P031B	3		19710401	19931231
76549	Partus Dif.E Dispr.Foetopelv. C.Seq.Foetus,Asphyxia Px       	P031B	3		19710401	19931231
76590	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Etc.N.Ind.Ps  	P031B	3		19710401	19931231
76591	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Etc.N.Ind.Am  	P031B	3		19710401	19931231
76592	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Etc.N.Ind.Fd  	P031B	3		19710401	19931231
76593	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Etc.N.Ind.Fa  	P031B	3		19710401	19931231
76594	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Etc.N.Ind.Ve  	P031B	3		19710401	19931231
76595	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Etc.N.Ind.Sc  	P031B	3		19710401	19931231
76598	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Etc.N.Ind.Ai  	P031B	3		19710401	19931231
76599	Partus Dif.E Dispr.Foetopelv. C.Seq.Foet.,Laes.Etc.N.Ind.Px  	P031B	3		19710401	19931231
76600	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laesio Cerebri Ps      	P030	3	F	19710401	19931231
76601	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laesio Cerebri Am      	P030	3	F	19710401	19931231
76602	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laesio Cerebri Fd      	P030	3	F	19710401	19931231
76603	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laesio Cerebri Fa      	P030	3	F	19710401	19931231
76604	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laesio Cerebri Ve      	P030	3	F	19710401	19931231
76605	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laesio Cerebri Sc      	P030	3	F	19710401	19931231
76608	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laesio Cerebri Ai      	P030	3	F	19710401	19931231
76609	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laesio Cerebri Px      	P030	3	F	19710401	19931231
76610	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Med.Spin. Ps      	P030	3	F	19710401	19931231
76611	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Med.Spin. Am      	P030	3	F	19710401	19931231
76612	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Med.Spin. Fd      	P030	3	F	19710401	19931231
76613	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Med.Spin. Fa      	P030	3	F	19710401	19931231
76614	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Med.Spin. Ve      	P030	3	F	19710401	19931231
76615	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Med.Spin. Sc      	P030	3	F	19710401	19931231
76618	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Med.Spin. Ai      	P030	3	F	19710401	19931231
76619	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Med.Spin. Px      	P030	3	F	19710401	19931231
76620	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Os.Et Nerv.Ps     	P030	3	F	19710401	19931231
76621	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Os.Et Nerv.Am     	P030	3	F	19710401	19931231
76622	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Os.Et Nerv.Fd     	P030	3	F	19710401	19931231
76623	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Os.Et Nerv.Fa     	P030	3	F	19710401	19931231
76624	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Os.Et Nerv.Ve     	P030	3	F	19710401	19931231
76625	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Os.Et Nerv.Sc     	P030	3	F	19710401	19931231
76628	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Os.Et Nerv.Ai     	P030	3	F	19710401	19931231
76629	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Os.Et Nerv.Px     	P030	3	F	19710401	19931231
76630	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Al.Et N.Spec.Ps   	P030	3	F	19710401	19931231
76631	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Al.Et N.Spec.Am   	P030	3	F	19710401	19931231
76632	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Al.Et N.Spec.Fd   	P030	3	F	19710401	19931231
76633	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Al.Et N.Spec.Fa   	P030	3	F	19710401	19931231
76634	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Al.Et N.Spec.Ve   	P030	3	F	19710401	19931231
76635	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Al.Et N.Spec.Sc   	P030	3	F	19710401	19931231
76638	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Al.Et N.Spec.Ai   	P030	3	F	19710401	19931231
76639	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Al.Et N.Spec.Px   	P030	3	F	19710401	19931231
76640	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Asphyxia Ps            	P030	3	F	19710401	19931231
76641	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Asphyxia Am            	P030	3	F	19710401	19931231
76642	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Asphyxia Fd            	P030	3	F	19710401	19931231
76643	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Asphyxia Fa            	P030	3	F	19710401	19931231
76644	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Asphyxia Ve            	P030	3	F	19710401	19931231
76645	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Asphyxia Sc            	P030	3	F	19710401	19931231
76648	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Asphyxia Ai            	P030	3	F	19710401	19931231
76649	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Asphyxia Px            	P030	3	F	19710401	19931231
76690	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Etc.Non Ind.Ps    	P030	3	F	19710401	19931231
76691	Partus Dif.E Malepos.Foet.C.Seq.Foet.,Laes.Etc.Non Ind.Am    	P030	3	F	19710401	19931231
