"Order","Category","Code","Disease"
"2309","Other diseases of skin and subcutaneous tissue","706.9","Other"
"2310","Other diseases of skin and subcutaneous tissue","707","Chronic ulcer of skin"
"2311","Other diseases of skin and subcutaneous tissue","707","Decubitus ulcer"
"2312","Other diseases of skin and subcutaneous tissue","707.1","Lower extremity, except decubitus ulcer"
"2313","Other diseases of skin and subcutaneous tissue","707.9","Other"
"2314","Other diseases of skin and subcutaneous tissue","708","Urticaria"
"2315","Other diseases of skin and subcutaneous tissue","708","Angioneurotic oedema"
"2316","Other diseases of skin and subcutaneous tissue","708.9","Other and unspecified"
"2317","Other diseases of skin and subcutaneous tissue","709","Other diseases of skin"
"2318","Other diseases of skin and subcutaneous tissue","709","Cicatrix"
"2319","Other diseases of skin and subcutaneous tissue","709.1","Tatoo"
"2320","Other diseases of skin and subcutaneous tissue","709.9","Other diseases of skin"
"2321","Arthritis and rheumatism, except rheumatic fever","710","Acute arthritis due to pyogenic organisms"
"2322","Arthritis and rheumatism, except rheumatic fever","710","Of spine"
"2323","Arthritis and rheumatism, except rheumatic fever","710.1","Of upper extremity (including shoulder)"
"2324","Arthritis and rheumatism, except rheumatic fever","710.2","Of hip"
"2325","Arthritis and rheumatism, except rheumatic fever","710.3","Of other parts of lower extremity"
"2326","Arthritis and rheumatism, except rheumatic fever","710.9","Of other and unspecified sites"
"2327","Arthritis and rheumatism, except rheumatic fever","711","Acute nonpyogenic arthritis"
"2328","Arthritis and rheumatism, except rheumatic fever","712","Rheumatoid arthritis and allied conditions"
"2329","Arthritis and rheumatism, except rheumatic fever","712","Juvenile rheumatoid arthritis"
"2330","Arthritis and rheumatism, except rheumatic fever","712.1","Rheumatoid arthritis with spleno-adenomegaly and leukopenia"
"2331","Arthritis and rheumatism, except rheumatic fever","712.2","Palindromic rheumatism"
"2332","Arthritis and rheumatism, except rheumatic fever","712.3","Other rheumatoid arthritis"
"2333","Arthritis and rheumatism, except rheumatic fever","712.4","Spondylitis ankylopoietica"
"2334","Arthritis and rheumatism, except rheumatic fever","712.5","Chronic rheumatoid nodular fibrositis"
"2335","Arthritis and rheumatism, except rheumatic fever","713","Osteo-arthritis and allied conditions"
"2336","Arthritis and rheumatism, except rheumatic fever","713","Osteo-arthritis"
"2337","Arthritis and rheumatism, except rheumatic fever","713.1","Spondylitis osteo-arthritica"
"2338","Arthritis and rheumatism, except rheumatic fever","713.2","Traumatic spondylopathy"
"2339","Arthritis and rheumatism, except rheumatic fever","714","Other specified forms of arthritis"
"2340","Arthritis and rheumatism, except rheumatic fever","714","Traumatic arthritis"
"2341","Arthritis and rheumatism, except rheumatic fever","714.9","Other"
"2342","Arthritis and rheumatism, except rheumatic fever","715","Arthritis, unspecified"
"2343","Arthritis and rheumatism, except rheumatic fever","716","Polymyositis and dermatomyositis"
"2344","Arthritis and rheumatism, except rheumatic fever","716","Dermatomyositis"
"2345","Arthritis and rheumatism, except rheumatic fever","716.1","Polymyositis"
"2346","Arthritis and rheumatism, except rheumatic fever","717","Other nonarticular rheumatism"
"2347","Arthritis and rheumatism, except rheumatic fever","717","Lumbago"
"2348","Arthritis and rheumatism, except rheumatic fever","717.1","Scapulohumeral myofibrosis"
"2349","Arthritis and rheumatism, except rheumatic fever","717.2","Torticollis not specified as congential, pyschogenic or traumatic"
"2350","Arthritis and rheumatism, except rheumatic fever","717.9","Other muscular rheumatism, fibrositis and myalgia"
"2351","Arthritis and rheumatism, except rheumatic fever","718","Rheumatism, unspecified"
"2352","Osteomyelitis and other diseases of bone and joint","720","Osteomyelitis and periostitis"
"2353","Osteomyelitis and other diseases of bone and joint","720","Acute osteomyelitis"
"2354","Osteomyelitis and other diseases of bone and joint","720.1","Chronic osteomyelitis"
"2355","Osteomyelitis and other diseases of bone and joint","720.2","Unspecified ostemyelitis"
"2356","Osteomyelitis and other diseases of bone and joint","720.3","Periostitis without mention of osteomyelitis"
"2357","Osteomyelitis and other diseases of bone and joint","721","Osteitis deformans"
"2358","Osteomyelitis and other diseases of bone and joint","722","Osteochondrosis"
"2359","Osteomyelitis and other diseases of bone and joint","722","Juvenile osteochondrosis of spine"
"2360","Osteomyelitis and other diseases of bone and joint","722.1","Juvenile osteochondrosis of hip"
"2361","Osteomyelitis and other diseases of bone and joint","722.2","Other juvenile osteochondrosis"
"2362","Osteomyelitis and other diseases of bone and joint","722.3","Slipped upper femoral epiphysis, nontraumatic"
"2363","Osteomyelitis and other diseases of bone and joint","722.4","Apophysitis, calcaneal"
"2364","Osteomyelitis and other diseases of bone and joint","722.5","Osteochondritis dissecans"
"2365","Osteomyelitis and other diseases of bone and joint","722.8","Other specified forms of osteochondrosis"
"2366","Osteomyelitis and other diseases of bone and joint","722.9","Unspecified forms of osteochondrosis"
"2367","Osteomyelitis and other diseases of bone and joint","723","Other diseases of bone"
"2368","Osteomyelitis and other diseases of bone and joint","723","Osteoporosis"
"2369","Osteomyelitis and other diseases of bone and joint","723.1","Hypertrophic pulmonary osteo-arthropathy"
"2370","Osteomyelitis and other diseases of bone and joint","723.2","Spontaneous fracture"
"2371","Osteomyelitis and other diseases of bone and joint","723.3","Cyst of bone, except jaw"
"2372","Osteomyelitis and other diseases of bone and joint","723.4","Hyperostosis of skull"
"2373","Osteomyelitis and other diseases of bone and joint","723.5","Aseptic necrosis, bone"
"2374","Osteomyelitis and other diseases of bone and joint","723.6","Arrest of growth"
"2375","Osteomyelitis and other diseases of bone and joint","723.7","Calcaneal spur"
"2376","Osteomyelitis and other diseases of bone and joint","723.9","Other diseases of bone"
"2377","Osteomyelitis and other diseases of bone and joint","724","Internal derangement of joint"
"2378","Osteomyelitis and other diseases of bone and joint","724","Recurrent dislocation of shoulder"
"2379","Osteomyelitis and other diseases of bone and joint","724.1","Other shoulder derangement"
"2380","Osteomyelitis and other diseases of bone and joint","724.2","Recurrent dislocation of elbow"
"2381","Osteomyelitis and other diseases of bone and joint","724.3","Other elbow derangement"
"2382","Osteomyelitis and other diseases of bone and joint","724.4","Recurrent dislocation of knee"
"2383","Osteomyelitis and other diseases of bone and joint","724.5","Other knee derangement"
"2384","Osteomyelitis and other diseases of bone and joint","724.9","Derangement of other joints"
"2385","Osteomyelitis and other diseases of bone and joint","725","Displacement of intervertebral disk"
"2386","Osteomyelitis and other diseases of bone and joint","725","Cervical"
"2387","Osteomyelitis and other diseases of bone and joint","725.1","Lumbar and lumbosacral"
"2388","Osteomyelitis and other diseases of bone and joint","725.8","Other specified site"
"2389","Osteomyelitis and other diseases of bone and joint","725.9","Unspecified site"
"2390","Osteomyelitis and other diseases of bone and joint","726","Affection of sacro-iliac joint"
"2391","Osteomyelitis and other diseases of bone and joint","727","Ankylosis of joint"
"2392","Osteomyelitis and other diseases of bone and joint","727","Of spine"
"2393","Osteomyelitis and other diseases of bone and joint","727.1","Of shoulder"
"2394","Osteomyelitis and other diseases of bone and joint","727.2","Of elbow"
"2395","Osteomyelitis and other diseases of bone and joint","727.3","Of wrist"
"2396","Osteomyelitis and other diseases of bone and joint","727.4","Of finger"
"2397","Osteomyelitis and other diseases of bone and joint","727.5","Of hip"
"2398","Osteomyelitis and other diseases of bone and joint","727.6","Of knee"
"2399","Osteomyelitis and other diseases of bone and joint","727.7","Of ankle"
"2400","Osteomyelitis and other diseases of bone and joint","727.8","Of other and multiple sites"
"2401","Osteomyelitis and other diseases of bone and joint","727.9","Of unspecified site"
"2402","Osteomyelitis and other diseases of bone and joint","728","Vertebrogenic pain syndrome"
"2403","Osteomyelitis and other diseases of bone and joint","728","Cervicalgia"
"2404","Osteomyelitis and other diseases of bone and joint","728.1","Cervicocranial syndrome"
"2405","Osteomyelitis and other diseases of bone and joint","728.2","Diffuse syndrome cerviocobrachial"
"2406","Osteomyelitis and other diseases of bone and joint","728.3","Radicular syndrome of upper limbs"
"2407","Osteomyelitis and other diseases of bone and joint","728.4","Cervial myelopathy"
"2408","Osteomyelitis and other diseases of bone and joint","728.5","Pain in thoracic spine"
"2409","Osteomyelitis and other diseases of bone and joint","728.6","Thoracic myelopathy"
"2410","Osteomyelitis and other diseases of bone and joint","728.7","Lumbalgia"
"2411","Osteomyelitis and other diseases of bone and joint","728.8","Radicula syndrome of lower limbs"
"2412","Osteomyelitis and other diseases of bone and joint","728.9","Other and unspecified"
"2413","Osteomyelitis and other diseases of bone and joint","729","Other diseases of joint"
"2414","Osteomyelitis and other diseases of bone and joint","729","Pseudarthrosis of spine following fusion"
"2415","Osteomyelitis and other diseases of bone and joint","729.1","Other diseases of spine NEC"
"2416","Osteomyelitis and other diseases of bone and joint","729.2","Disease shoulder NEC"
"2417","Osteomyelitis and other diseases of bone and joint","729.3","Disease elbow NEC"
"2418","Osteomyelitis and other diseases of bone and joint","729.4","Flexion contracture of fingers"
"2419","Osteomyelitis and other diseases of bone and joint","729.5","Disease hip NEC"
"2420","Osteomyelitis and other diseases of bone and joint","729.6","Loose body in knee"
"2421","Osteomyelitis and other diseases of bone and joint","729.7","Chondromalacia of knee"
"2422","Osteomyelitis and other diseases of bone and joint","729.8","Disease knee NEC"
"2423","Osteomyelitis and other diseases of bone and joint","729.9","Disease joint NEC"
"2424","Other diseases of musculoskeletal system","730","Bunion"
"2425","Other diseases of musculoskeletal system","731","Synovitis, bursitis and tenosynovitis"
"2426","Other diseases of musculoskeletal system","731","Of spine"
"2427","Other diseases of musculoskeletal system","731.1","Of shoulder"
"2428","Other diseases of musculoskeletal system","731.2","Of elbow"
"2429","Other diseases of musculoskeletal system","731.3","Of wrist"
"2430","Other diseases of musculoskeletal system","731.4","Of hand and fingers"
"2431","Other diseases of musculoskeletal system","731.5","Of hip and buttock"
"2432","Other diseases of musculoskeletal system","731.6","Of knee"
"2433","Other diseases of musculoskeletal system","731.7","Of ankle"
"2434","Other diseases of musculoskeletal system","731.8","Of foot and toe"
"2435","Other diseases of musculoskeletal system","731.9","Of other and unspecified sites"
"2436","Other diseases of musculoskeletal system","732","Infective myositis and other inflammatory diseases of tendon and fascia"
